Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Valid Location,Sector,Category,Population,In Need,Targeted,Affected,Reached
#adm1+code,#adm1+name,#adm2+code,#adm2+name,#meta+valid_location,#sector+code,#category,#population,#inneed,#targeted,#affected,#reached
SS01,,SS0101,Juba,Y,EDU,total,,38362,14109,,
SS01,,SS0101,Juba,Y,FSC,Adult - Female,,7258,3563,,
SS01,,SS0101,Juba,Y,FSC,Adult - Male,,8930,4384,,
SS01,,SS0101,Juba,Y,FSC,Children - Female,,97434,47831,,
SS01,,SS0101,Juba,Y,FSC,Children - Male,,86641,42533,,
SS01,,SS0101,Juba,Y,FSC,Elderly - Female,,91581,44958,,
SS01,,SS0101,Juba,Y,FSC,Elderly - Male,,88161,43279,,
SS01,,SS0101,Juba,Y,FSC,total,,380006,186548,,
SS01,,SS0101,Juba,Y,HEA,Adult - Female - Host Communities,,25249,14786,,
SS01,,SS0101,Juba,Y,HEA,Adult - Female - IDP,,65211,65211,,
SS01,,SS0101,Juba,Y,HEA,Adult - Female - Refugees,,63620,37255,,
SS01,,SS0101,Juba,Y,HEA,Adult - Female - Returnees,,12525,7335,,
SS01,,SS0101,Juba,Y,HEA,Adult - Male - Host Communities,,11432,6694,,
SS01,,SS0101,Juba,Y,HEA,Adult - Male - IDP,,3241,1898,,
SS01,,SS0101,Juba,Y,HEA,Adult - Male - Refugees,,5984,3504,,
SS01,,SS0101,Juba,Y,HEA,Adult - Male - Returnees,,11551,6764,,
SS01,,SS0101,Juba,Y,HEA,Children - Female - Host Communities,,10197,10197,,
SS01,,SS0101,Juba,Y,HEA,Children - Female - IDP,,26336,26336,,
SS01,,SS0101,Juba,Y,HEA,Children - Female - Refugees,,25694,15046,,
SS01,,SS0101,Juba,Y,HEA,Children - Female - Returnees,,5059,2962,,
SS01,,SS0101,Juba,Y,HEA,Children - Male - Host Communities,,4617,2704,,
SS01,,SS0101,Juba,Y,HEA,Children - Male - IDP,,1309,766,,
SS01,,SS0101,Juba,Y,HEA,Children - Male - Refugees,,2417,1415,,
SS01,,SS0101,Juba,Y,HEA,Children - Male - Returnees,,4665,2732,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Female - Host Communities,,4318,2528,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Female - IDP,,11151,11151,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Female - Refugees,,10879,10879,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Female - Returnees,,2142,2142,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Male - Host Communities,,1955,1145,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Male - IDP,,554,324,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Male - Refugees,,599,599,,
SS01,,SS0101,Juba,Y,HEA,Elderly - Male - Returnees,,1975,1157,,
SS01,,SS0101,Juba,Y,HEA,total,,313103,183349,,
SS01,,SS0101,Juba,Y,MS,total,,,25640,,
SS01,,SS0101,Juba,Y,NUT,Children - Female - IDP,,21136,14795,,
SS01,,SS0101,Juba,Y,NUT,Children - Male - IDP,,27657,20789,,
SS01,,SS0101,Juba,Y,NUT,Children - Male - Refugees,,28786,21638,,
SS01,,SS0101,Juba,Y,NUT,total,,77578,57222,,
SS01,,SS0101,Juba,Y,PRO,Adult - Female - Host Communities,,14901,10772,,
SS01,,SS0101,Juba,Y,PRO,Adult - Female - IDP,,38484,33701,,
SS01,,SS0101,Juba,Y,PRO,Adult - Female - Refugees,,43752,44427,,
SS01,,SS0101,Juba,Y,PRO,Adult - Female - Returnees,,7392,6367,,
SS01,,SS0101,Juba,Y,PRO,Adult - Male - Host Communities,,21418,11563,,
SS01,,SS0101,Juba,Y,PRO,Adult - Male - IDP,,681,815,,
SS01,,SS0101,Juba,Y,PRO,Adult - Male - Refugees,,1257,902,,
SS01,,SS0101,Juba,Y,PRO,Adult - Male - Returnees,,29168,17858,,
SS01,,SS0101,Juba,Y,PRO,Children - Female - Host Communities,,21595,2538,,
SS01,,SS0101,Juba,Y,PRO,Children - Female - IDP,,55772,15765,,
SS01,,SS0101,Juba,Y,PRO,Children - Female - Refugees,,54412,17119,,
SS01,,SS0101,Juba,Y,PRO,Children - Female - Returnees,,10712,1715,,
SS01,,SS0101,Juba,Y,PRO,Children - Male - Host Communities,,41386,12466,,
SS01,,SS0101,Juba,Y,PRO,Children - Male - IDP,,2630,141,,
SS01,,SS0101,Juba,Y,PRO,Children - Male - Refugees,,4857,202,,
SS01,,SS0101,Juba,Y,PRO,Children - Male - Returnees,,46541,14418,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Female - Host Communities,,12191,6275,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Female - IDP,,31485,20587,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Female - Refugees,,37516,28763,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Female - Returnees,,6047,3880,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Male - Host Communities,,17523,8416,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Male - IDP,,1392,570,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Male - Refugees,,2570,632,,
SS01,,SS0101,Juba,Y,PRO,Elderly - Male - Returnees,,25011,13140,,
SS01,,SS0101,Juba,Y,PRO,total,,528693,273033,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Female - Host Communities,,4161,416,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Female - IDP,,10747,1075,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Female - Refugees,,10485,1048,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Female - Returnees,,2064,206,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Male - Host Communities,,1884,1014,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Male - IDP,,534,752,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Male - Refugees,,986,840,,
SS01,,SS0101,Juba,Y,PRO_CPM,Adult - Male - Returnees,,1904,1018,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Female - Host Communities,,6432,643,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Female - IDP,,16613,1930,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Female - Refugees,,16207,1889,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Female - Returnees,,3191,319,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Male - Host Communities,,2912,380,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Male - IDP,,826,158,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Male - Refugees,,1525,232,,
SS01,,SS0101,Juba,Y,PRO_CPM,Children - Male - Returnees,,2943,383,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Female - Host Communities,,3404,340,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Female - IDP,,8792,879,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Female - Refugees,,8578,858,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Female - Returnees,,1689,169,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Male - Host Communities,,1541,787,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Male - IDP,,437,579,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Male - Refugees,,807,648,,
SS01,,SS0101,Juba,Y,PRO_CPM,Elderly - Male - Returnees,,1557,790,,
SS01,,SS0101,Juba,Y,PRO_CPM,total,,110218,17353,,
SS01,,SS0101,Juba,Y,PRO_GBV,Adult - Male - IDP,,1852,367,,
SS01,,SS0101,Juba,Y,PRO_GBV,Adult - Male - Refugees,,4630,913,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Female - Host Communities,,7940,1516,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Female - IDP,,1457,35,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Female - Refugees,,3643,88,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Female - Returnees,,23820,5601,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Male - Host Communities,,5829,163,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Male - IDP,,7287,176,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Male - Refugees,,21861,651,,
SS01,,SS0101,Juba,Y,PRO_GBV,Children - Male - Returnees,,32791,1131,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Female - Host Communities,,7408,1696,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Female - IDP,,9260,1834,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Female - Refugees,,27779,6774,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Female - Returnees,,41668,11760,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Male - Host Communities,,1588,303,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Male - IDP,,6352,1402,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Male - Refugees,,35729,9724,,
SS01,,SS0101,Juba,Y,PRO_GBV,Elderly - Male - Returnees,,3970,755,,
SS01,,SS0101,Juba,Y,PRO_GBV,total,,244863,44889,,
SS01,,SS0101,Juba,Y,PRO_HLP,Adult - Female - Host Communities,,14191,4967,,
SS01,,SS0101,Juba,Y,PRO_HLP,Adult - Female - IDP,,36652,12828,,
SS01,,SS0101,Juba,Y,PRO_HLP,Adult - Female - Refugees,,35758,12515,,
SS01,,SS0101,Juba,Y,PRO_HLP,Adult - Female - Returnees,,7040,2464,,
SS01,,SS0101,Juba,Y,PRO_HLP,Children - Female - Host Communities,,20566,452,,
SS01,,SS0101,Juba,Y,PRO_HLP,Children - Female - IDP,,53117,1169,,
SS01,,SS0101,Juba,Y,PRO_HLP,Children - Female - Refugees,,51821,1140,,
SS01,,SS0101,Juba,Y,PRO_HLP,Children - Female - Returnees,,10202,224,,
SS01,,SS0101,Juba,Y,PRO_HLP,Elderly - Female - Host Communities,,11610,2670,,
SS01,,SS0101,Juba,Y,PRO_HLP,Elderly - Female - IDP,,29986,6897,,
SS01,,SS0101,Juba,Y,PRO_HLP,Elderly - Female - Refugees,,29254,6729,,
SS01,,SS0101,Juba,Y,PRO_HLP,Elderly - Female - Returnees,,5759,1325,,
SS01,,SS0101,Juba,Y,PRO_HLP,total,,305957,53380,,
SS01,,SS0101,Juba,Y,PRO_MIN,Adult - Female - Host Communities,,2102,631,,
SS01,,SS0101,Juba,Y,PRO_MIN,Adult - Female - IDP,,20756,6227,,
SS01,,SS0101,Juba,Y,PRO_MIN,Adult - Female - Refugees,,21561,6468,,
SS01,,SS0101,Juba,Y,PRO_MIN,Adult - Female - Returnees,,1709,513,,
SS01,,SS0101,Juba,Y,PRO_MIN,Adult - Male - Host Communities,,20398,6119,,
SS01,,SS0101,Juba,Y,PRO_MIN,Adult - Male - Returnees,,22939,6882,,
SS01,,SS0101,Juba,Y,PRO_MIN,Children - Female - Host Communities,,4063,1219,,
SS01,,SS0101,Juba,Y,PRO_MIN,Children - Female - IDP,,40107,12032,,
SS01,,SS0101,Juba,Y,PRO_MIN,Children - Female - Refugees,,41663,12499,,
SS01,,SS0101,Juba,Y,PRO_MIN,Children - Female - Returnees,,3302,991,,
SS01,,SS0101,Juba,Y,PRO_MIN,Children - Male - Host Communities,,39415,11825,,
SS01,,SS0101,Juba,Y,PRO_MIN,Children - Male - Returnees,,44325,13298,,
SS01,,SS0101,Juba,Y,PRO_MIN,Elderly - Female - Host Communities,,1720,516,,
SS01,,SS0101,Juba,Y,PRO_MIN,Elderly - Female - IDP,,16981,5094,,
SS01,,SS0101,Juba,Y,PRO_MIN,Elderly - Female - Refugees,,17640,5292,,
SS01,,SS0101,Juba,Y,PRO_MIN,Elderly - Female - Returnees,,1398,419,,
SS01,,SS0101,Juba,Y,PRO_MIN,Elderly - Male - Host Communities,,16688,5006,,
SS01,,SS0101,Juba,Y,PRO_MIN,Elderly - Male - Returnees,,18767,5630,,
SS01,,SS0101,Juba,Y,PRO_MIN,total,,335535,100660,,
SS01,,SS0101,Juba,Y,SHL,Adult - Female - Host Communities,,12232,7951,,
SS01,,SS0101,Juba,Y,SHL,Adult - Female - IDP,,31592,20535,,
SS01,,SS0101,Juba,Y,SHL,Adult - Female - Refugees,,30821,20034,,
SS01,,SS0101,Juba,Y,SHL,Adult - Female - Returnees,,6068,3944,,
SS01,,SS0101,Juba,Y,SHL,Adult - Male - Host Communities,,5538,3600,,
SS01,,SS0101,Juba,Y,SHL,Adult - Male - IDP,,1570,1020,,
SS01,,SS0101,Juba,Y,SHL,Adult - Male - Refugees,,2899,1884,,
SS01,,SS0101,Juba,Y,SHL,Adult - Male - Returnees,,5596,3637,,
SS01,,SS0101,Juba,Y,SHL,Children - Female - Host Communities,,506,329,,
SS01,,SS0101,Juba,Y,SHL,Children - Female - IDP,,1308,850,,
SS01,,SS0101,Juba,Y,SHL,Children - Female - Refugees,,1276,829,,
SS01,,SS0101,Juba,Y,SHL,Children - Female - Returnees,,251,163,,
SS01,,SS0101,Juba,Y,SHL,Children - Male - Host Communities,,229,149,,
SS01,,SS0101,Juba,Y,SHL,Children - Male - IDP,,65,42,,
SS01,,SS0101,Juba,Y,SHL,Children - Male - Refugees,,120,78,,
SS01,,SS0101,Juba,Y,SHL,Children - Male - Returnees,,232,151,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Female - Host Communities,,10281,6683,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Female - IDP,,26552,17259,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Female - Refugees,,25905,16838,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Female - Returnees,,5100,3315,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Male - Host Communities,,4655,3026,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Male - IDP,,1320,858,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Male - Refugees,,2437,1584,,
SS01,,SS0101,Juba,Y,SHL,Elderly - Male - Returnees,,4703,3057,,
SS01,,SS0101,Juba,Y,SHL,total,,181255,117816,,
SS01,,SS0101,Juba,Y,WSH,Adult - Female,,23028,11163,,
SS01,,SS0101,Juba,Y,WSH,Adult - Male,,23268,11280,,
SS01,,SS0101,Juba,Y,WSH,Children,,50861,24656,,
SS01,,SS0101,Juba,Y,WSH,Children - Female,,12054,5844,,
SS01,,SS0101,Juba,Y,WSH,Children - Male,,6528,3165,,
SS01,,SS0101,Juba,Y,WSH,Elderly,,25230,12231,,
SS01,,SS0101,Juba,Y,WSH,Elderly - Female,,128153,62126,,
SS01,,SS0101,Juba,Y,WSH,Elderly - Male,,131357,63679,,
SS01,,SS0101,Juba,Y,WSH,total,,400479,194144,,
SS01,,SS0102,Kajo-keji,Y,ALL,total,,54346,34869,,
SS01,,SS0102,Kajo-keji,Y,CCM,Adult - Female - IDP,,541,,,
SS01,,SS0102,Kajo-keji,Y,CCM,Adult - Male - IDP,,662,,,
SS01,,SS0102,Kajo-keji,Y,CCM,Children - Female - IDP,,474,,,
SS01,,SS0102,Kajo-keji,Y,CCM,Children - Male - IDP,,497,,,
SS01,,SS0102,Kajo-keji,Y,CCM,Elderly - Female - IDP,,76,,,
SS01,,SS0102,Kajo-keji,Y,CCM,Elderly - Male - IDP,,62,,,
SS01,,SS0102,Kajo-keji,Y,CCM,total,,2313,,,
SS01,,SS0102,Kajo-keji,Y,EDU,Female,,3805,1400,,
SS01,,SS0102,Kajo-keji,Y,EDU,Male,,3374,1241,,
SS01,,SS0102,Kajo-keji,Y,EDU,total,,7180,2641,,
SS01,,SS0102,Kajo-keji,Y,FSC,Adult - Female,,3288,1562,,
SS01,,SS0102,Kajo-keji,Y,FSC,Adult - Male,,6627,3148,,
SS01,,SS0102,Kajo-keji,Y,FSC,Children - Female,,4603,2186,,
SS01,,SS0102,Kajo-keji,Y,FSC,Children - Male,,3851,1829,,
SS01,,SS0102,Kajo-keji,Y,FSC,Elderly - Female,,16699,7932,,
SS01,,SS0102,Kajo-keji,Y,FSC,Elderly - Male,,17116,8130,,
SS01,,SS0102,Kajo-keji,Y,FSC,total,,52184,24787,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Female - Host Communities,,213,205,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Female - IDP,,2257,2257,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Female - Refugees,,1847,1776,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Female - Returnees,,260,250,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Male - Host Communities,,868,835,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Male - IDP,,829,797,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Male - Refugees,,797,767,,
SS01,,SS0102,Kajo-keji,Y,HEA,Adult - Male - Returnees,,821,789,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Female - Host Communities,,436,436,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Female - IDP,,4621,4621,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Female - Refugees,,3781,3636,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Female - Returnees,,533,513,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Male - Host Communities,,1777,1709,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Male - IDP,,1697,1631,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Male - Refugees,,1632,1569,,
SS01,,SS0102,Kajo-keji,Y,HEA,Children - Male - Returnees,,1680,1616,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Female - Host Communities,,247,238,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Female - IDP,,2618,2618,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Female - Refugees,,2142,2142,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Female - Returnees,,302,302,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Male - Host Communities,,1007,968,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Male - IDP,,961,924,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Male - Refugees,,889,889,,
SS01,,SS0102,Kajo-keji,Y,HEA,Elderly - Male - Returnees,,952,915,,
SS01,,SS0102,Kajo-keji,Y,HEA,total,,33203,31926,,
SS01,,SS0102,Kajo-keji,Y,MS,total,,,1200,,
SS01,,SS0102,Kajo-keji,Y,NUT,Children - Female - IDP,,2199,1539,,
SS01,,SS0102,Kajo-keji,Y,NUT,Children - Male - IDP,,1508,1086,,
SS01,,SS0102,Kajo-keji,Y,NUT,Children - Male - Refugees,,1569,1130,,
SS01,,SS0102,Kajo-keji,Y,NUT,total,,5276,3756,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Female - Host Communities,,395,224,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Female - IDP,,1185,1625,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Female - Refugees,,1310,1755,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Female - Returnees,,196,231,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Male - Host Communities,,456,591,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Male - IDP,,435,74,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Male - Refugees,,419,73,,
SS01,,SS0102,Kajo-keji,Y,PRO,Adult - Male - Returnees,,873,763,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Female - Host Communities,,2042,432,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Female - IDP,,5275,1455,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Female - Refugees,,5146,1493,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Female - Returnees,,1013,252,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Male - Host Communities,,1887,399,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Male - IDP,,1801,108,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Male - Refugees,,1732,105,,
SS01,,SS0102,Kajo-keji,Y,PRO,Children - Male - Returnees,,1784,502,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Female - Host Communities,,1157,401,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Female - IDP,,3473,2314,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Female - Refugees,,3820,2794,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Female - Returnees,,574,367,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Male - Host Communities,,1336,848,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Male - IDP,,1275,198,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Male - Refugees,,1227,194,,
SS01,,SS0102,Kajo-keji,Y,PRO,Elderly - Male - Returnees,,2547,1231,,
SS01,,SS0102,Kajo-keji,Y,PRO,total,,41358,18428,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Female - Host Communities,,69,7,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Female - IDP,,726,73,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Female - Refugees,,594,59,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Female - Returnees,,84,8,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Male - Host Communities,,279,75,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Male - IDP,,267,73,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Male - Refugees,,256,71,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Adult - Male - Returnees,,264,72,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Female - Host Communities,,296,30,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Female - IDP,,3130,339,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Female - Refugees,,2561,282,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Female - Returnees,,361,36,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Male - Host Communities,,1204,137,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Male - IDP,,1149,131,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Male - Refugees,,1105,127,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Children - Male - Returnees,,1138,130,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Female - Host Communities,,243,24,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Female - IDP,,2575,258,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Female - Refugees,,2107,211,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Female - Returnees,,297,30,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Male - Host Communities,,991,224,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Male - IDP,,946,217,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Male - Refugees,,910,212,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,Elderly - Male - Returnees,,937,216,,
SS01,,SS0102,Kajo-keji,Y,PRO_CPM,total,,22489,3042,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Adult - Male - IDP,,55,13,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Adult - Male - Refugees,,139,31,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Female - Host Communities,,808,143,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Female - IDP,,104,5,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Female - Refugees,,259,12,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Female - Returnees,,2425,530,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Male - Host Communities,,415,23,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Male - IDP,,519,25,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Male - Refugees,,1556,91,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Children - Male - Returnees,,2333,158,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Female - Host Communities,,222,58,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Female - IDP,,277,63,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Female - Refugees,,832,233,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Female - Returnees,,1248,404,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Male - Host Communities,,162,29,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Male - IDP,,647,133,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Male - Refugees,,3638,919,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,Elderly - Male - Returnees,,404,71,,
SS01,,SS0102,Kajo-keji,Y,PRO_GBV,total,,16043,2941,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Adult - Female - Host Communities,,62,22,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Adult - Female - IDP,,653,228,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Adult - Female - Refugees,,534,187,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Adult - Female - Returnees,,75,26,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Children - Female - Host Communities,,266,6,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Children - Female - IDP,,2814,62,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Children - Female - Refugees,,2303,51,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Children - Female - Returnees,,325,7,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Elderly - Female - Host Communities,,181,42,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Elderly - Female - IDP,,1913,440,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Elderly - Female - Refugees,,1565,360,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,Elderly - Female - Returnees,,221,51,,
SS01,,SS0102,Kajo-keji,Y,PRO_HLP,total,,10911,1481,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Adult - Female - Host Communities,,376,75,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Adult - Female - IDP,,971,194,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Adult - Female - Refugees,,947,189,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Adult - Female - Returnees,,186,37,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Adult - Male - Host Communities,,218,44,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Adult - Male - Returnees,,261,52,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Children - Female - Host Communities,,1945,389,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Children - Female - IDP,,5023,1005,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Children - Female - Refugees,,4901,980,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Children - Female - Returnees,,965,193,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Children - Male - Host Communities,,1130,226,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Children - Male - Returnees,,1351,270,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Elderly - Female - Host Communities,,1102,220,,
SS01,,SS0102,Kajo-keji,Y,PRO_MIN,Elderly - Female - IDP,,2845,569,,
